   id    runId  sec cut_sec N500004 cut_run cut_nPri cut_EvRate cut_nGoodPri cut_ZDCx cut_BBCES cut_NhitsRatio cut_dcaXY cut_dcaXYZ cut_sumpt cut_meanpt cut_tracketa cut_trackphi cut_vz cut_vzVpd cut_nTOF cut_nBEMC cut_N500004
  271 16133001 2305       0   18715       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  272 16133002 1808       0   18111       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  273 16133003 1817       0   18554       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  274 16133004 1809       0   18716       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  275 16133005  531       1    5400       1        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  276 16133006 1809       0   12571       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  277 16133007 1809       0   18881       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  278 16133008 1807       0   14356       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  279 16133009 1828       0   20667       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  280 16133010 1806       0   21237       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  281 16133011 1809       0   14758       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  282 16133013 1819       0   20232       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  283 16133014  478       1    5899       1        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  284 16133085 2198       0   12508       1        0          0            0        0         0              0         1          1         0          0            0            0      0         0        0         0           0
  285 16133086 2197       0   16313       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  286 16133087 1829       0   15003       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  287 16133088 1866       0   17629       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  288 16133089 1901       0   13936       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  289 16133090  209       1    2118       1        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  290 16133091 1938       0   19906       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  291 16133092 1843       0   19561       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  292 16133093 1808       0   15870       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  293 16134001 1811       0   19854       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  294 16134002 1814       0   20397       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  295 16134003 1164       0    4864       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  296 16134004 1805       0   20832       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  297 16134005 1067       0    9240       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  298 16134012  929       0    2867       1        1          0            1        0         1              0         0          0         1          0            1            0      0         0        1         1           0
  299 16134013 1810       0   14567       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  300 16134014 1952       0   14286       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  301 16134015 1828       0   18570       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  302 16134016 1398       0   14083       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  303 16134017 1995       0   19119       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  304 16134018 1893       0   20105       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  305 16134019 2143       0   23460       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  306 16134028 2413       0   27672       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  307 16134029 1833       0   21704       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  308 16134030 1457       0   17838       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  309 16134042  259       1     468       1        0          1            0        0         0              0         1          1         0          0            0            1      0         1        0         0           1
  310 16134043 1249       0   11203       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  311 16134044 1853       0   19122       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  312 16134045 1872       0   16091       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  313 16134046 1951       0   20134       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  314 16134047 1827       0   18809       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  315 16134048 1359       0   11181       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  316 16134053  361       1    4108       1        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  317 16134054 1869       0   19706       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  318 16134055 1807       0   15357       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  319 16135001 1795       0   17148       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  320 16135002 1786       0   13843       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  321 16135003 1806       0   12901       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  322 16135004 1806       0   12491       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  323 16135005 1810       0   10709       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  324 16135006 1418       0   12839       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  325 16135007 1873       0   18492       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  326 16135008 1815       0   12951       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  327 16135009 1810       0   16864       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  328 16135010 1985       0   21284       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  329 16135011 2088       0   22870       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  330 16135012  513       1    3935       1        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  331 16135013 1858       0   15390       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  332 16135014 1091       0   10983       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  333 16135025  792       0    7074       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  334 16135026  541       1    4236       1        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  335 16135031  436       1    3580       1        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  336 16135032 1810       0   15774       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  337 16135033 1809       0   17182       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  338 16135034 1287       0   10438       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  339 16135035 1870       0   15612       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  340 16135036 1752       0   15201       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  341 16135037 1829       0   19538       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  342 16135038 1818       0   16096       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  343 16135039 1899       0   21264       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  344 16135040 1123       0    7659       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  345 16135041 1852       0   14038       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  346 16135042  419       1    3910       1        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  347 16135043 1378       0   16139       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  348 16135047   41       1     132       1        0          0            0        0         0              0         0          0         0          1            0            0      0         1        0         0           1
  349 16135048 1920       0   18293       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  350 16135049  962       0    9730       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  351 16135050  525       1    5691       1        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  352 16135053  651       0    4887       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  353 16135054  519       1    4867       1        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  354 16135055  302       1    3317       1        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  355 16135056 1760       0   19185       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  356 16135057  102       1    1117       1        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           1
  357 16135061 1803       0   19584       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  358 16136001 1186       0   13452       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  359 16136002 1802       0   20082       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  360 16136003 1809       0   20207       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  361 16136004  944       0   11000       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  362 16136011 1870       0   13932       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  363 16136013 1809       0   17286       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  364 16136014 1803       0   18043       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  365 16136015  571       1    4361       1        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  366 16136016 1818       0   19399       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  367 16136017 2194       0   23236       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  368 16136018   69       1     450       1        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           1
  369 16136019 1815       0   40167       1        0          1            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  370 16136020 1806       0   42594       1        0          1            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  371 16136021 2115       0   50984       1        0          1            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  372 16136022 2167       0   55072       1        0          1            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  373 16136023 1974       0   47307       1        0          1            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  374 16136024 1842       0   44216       1        0          1            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  375 16136025 1268       0   23840       1        0          1            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  376 16136035 1380       0   13465       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  377 16136036 2093       0   20407       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  378 16136037  239       1    2136       1        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  379 16136038   78       1     620       1        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           1
  380 16136039   44       1     345       1        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           1
  381 16136040  380       1    3856       1        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  382 16136041   75       1     559       1        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           1
  383 16136042  343       1    3720       1        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  384 16136043 1864       0   19225       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  385 16136044 1841       0   18473       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  386 16136045 1311       0   12315       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  387 16136046 1824       0   17346       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  388 16136047 1734       0   14451       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  389 16136048 1812       0   15641       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  390 16136049 1861       0   18617       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  391 16136050 1833       0   18343       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  392 16136051 1593       0   17186       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  393 16136052 1867       0   20419       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  394 16136053 2279       0   18602       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  395 16136057 1807       0   16047       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  396 16137001 1840       0   17450       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  397 16137002 1835       0   17694       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  398 16137003 1894       0   18720       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  399 16137004 1803       0   17842       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  400 16137005 1462       0    9703       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  401 16137006 1817       0   18231       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  402 16137007 1815       0   16848       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  403 16137008 1035       0   11568       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  404 16137010 1809       0   19952       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  405 16137011 1979       0   22740       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  406 16137012 1906       0   15795       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  407 16137013 2063       0   20685       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  408 16137017 1929       0   14519       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  409 16137018 2018       0   16579       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  410 16137019 1838       0   16494       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  411 16137020 1832       0   17069       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  412 16137021 2832       0   24147       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  413 16137022  949       0    9039       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  414 16137028 1868       0   17693       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  415 16137029 2226       0   10873       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  416 16137030 1854       0   19912       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  417 16137031 1167       0   13573       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  418 16137032 1829       0   20665       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  419 16137033 1250       0   11412       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  420 16137038 1818       0   15806       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  421 16137039 1914       0   17212       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  422 16137040 1874       0   14961       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  423 16137041 1910       0   17621       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  424 16137042 1850       0   12162       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  425 16137043 1990       0   16614       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  426 16137044  215       1    1957       1        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           1
  427 16137045 1835       0   19318       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  428 16137046 1838       0   15869       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  429 16137047 1872       0   20668       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  430 16137048 1853       0   20930       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  431 16137049 2109       0   19654       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  432 16137052 1170       0   13580       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  433 16138013  312       1    3216       1        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  434 16138014 1838       0   17678       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  435 16138015 1809       0   17357       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  436 16138016 1814       0   15039       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  437 16138017 1901       0   18006       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  438 16138019  538       1    5613       1        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  439 16138020  318       1    3304       1        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  440 16138021 1804       0   15079       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  441 16138022 1965       0   20835       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  442 16138023 1879       0   20612       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  443 16138024 1844       0   19972       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  444 16138025 1854       0   21741       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  445 16138026  864       0    9785       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  446 16138027 1863       0   21458       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  447 16138028 2032       0   23587       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  448 16138029 1225       0   14657       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  449 16138040 1474       0   14459       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  450 16138042 1811       0   17106       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  451 16138043  381       1    3791       1        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  452 16138044 1843       0   17501       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  453 16138045 1829       0   18527       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  454 16138046 1981       0   16906       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  455 16138047 1814       0   19266       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  456 16138048 1822       0   19729       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  457 16138049 1899       0   20770       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  458 16138050 1944       0   20647       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  459 16138051 1885       0   16580       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  460 16138052 1831       0   16289       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  461 16138053   13       1     108       1        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           1
  462 16138054 1818       0   18784       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  463 16138055  351       1    4125       1        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  464 16138059 1691       0   12352       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  465 16138060   58       1     190       1        0          0            0        0         0              0         0          0         0          0            0            1      0         0        0         0           1
  466 16138061 1809       0   17003       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  467 16138062 1843       0   17513       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  468 16138063 1839       0   15878       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  469 16138064 1934       0   18583       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
