   id    runId  sec cut_sec N500004 cut_run cut_nPri cut_EvRate cut_nGoodPri cut_ZDCx cut_BBCES cut_NhitsRatio cut_dcaXY cut_dcaXYZ cut_sumpt cut_meanpt cut_tracketa cut_trackphi cut_vz cut_vzVpd cut_nTOF cut_nBEMC cut_N500004
  186 16129044 1787       0   12907       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  187 16129045 1795       0    9220       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  188 16129046 1817       0    9998       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  189 16129047 1798       0   11924       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  190 16129048 1791       0   12360       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  191 16129049 1801       0   15742       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  192 16129050 1850       0   11853       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  193 16129051 1835       0   15137       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  194 16130001 1808       0   15706       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  195 16130002 1823       0   18106       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  196 16130003 1372       0   11027       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
  197 16130004 1815       0   18831       0        0          0            0        0         0              0         0          0         0          0            0            0      0         0        0         0           0
